ident,name,latitude_deg,longitude_deg,elevation_ft
SJY4,Fazenda Vereda Grande Airport,-18.220741,-46.497605,3310
SJY6,Fazenda Santa Maria Airport,-15.361111,-53.049722,1572
SJY7,Fazenda Aurora Airport,-13.32,-45.976944,2894
SJY8,Risicola VR Airstrip,-23.183889,-53.215556,906
SJY9,Fazenda Pajau Airport,-13.567222,-58.465833,1831
SJYD,Fazenda Kajussol Airport,-11.9647216796875,-61.686668395996094,636
SJYE,Água Fria Airport,4.620560169219971,-60.277198791503906,994
SJYF,Ajarani Airport,2.007780075073242,-61.475799560546875,594
SJYG,Alto Mucajaí Airport,2.765000104904175,-62.22140121459961,237
SJYH,Fazenda Cachoeira Alta Airport,-8.780178,-50.969022,1020
SJYI,Araí Airport,4.44389009475708,-60.847198486328125,1500
SJYJ,Aratha-Ú Airport,3.160830020904541,-63.78139877319336,236
SJYK,Baixo Catrimani Airport,1.0711100101470947,-62.218299865722656,171
SJYL,Baixo Mucajaí Airport,2.7369399070739746,-62.01940155029297,499
SJYM,Bala Airport,3.8372199535369873,-60.60329818725586,348
SJYN,Centro Empresarial Araguaia II - CEA II Helipad,-23.502096,-46.840859,2687
SJYO,Bananal Airport,4.632780075073242,-60.585601806640625,892
SJYP,Bananeira Airport,4.321109771728516,-60.19390106201172,892
SJYQ,Barreirinha Airport,4.330405,-60.28783,1194
SJYR,Caju Airport,4.709441,-60.510851,794
SJYS,Camará Airstrip,3.990654,-60.182043,594
SJYT,Campo Formoso Airport,4.717904,-60.771013,1194
SJYU,Campo Grande Airstrip,4.685556,-60.800278,1194
SJYV,Cauê-Apiaí Heliport,-24.517239,-48.850213,2963
SJYW,Fazenda Santa Terezinha Airport,-10.319167,-50.949444,751
SJYX,Foz do Chopim Heliport,-25.571932,-53.12309,1240
SJZ2,Fazenda Vale do Paraíso Airport,-7.709144,-50.656204,1398
SJZ4,Fazenda Baru Airstrip,-15.270556,-48.403056,2333
SJZ6,Fazenda Gavazzoni Airport,-12.252515,-45.159485,2408
SJZ8,Bentevi Airstrip,-7.601111,-45.970556,935
SJZB,Vale do Tucanã Airport,-10.689443588256836,-58.649723052978516,879
SJZC,Destilaria São Luiz Airport,-8.778888702392578,-35.78499984741211,1371
SJZD,Fazenda Bandeiras Airport,-17.8619441986084,-56.70305633544922,361
SJZF,Fazenda Campo Triste Airport,-20.629329,-52.028074,1197
SJZH,Fazenda Rio do Fogo Airport,-10.887441,-55.001118,1168
SJZI,Monte Carmelo Heliport,-23.958315,-46.330767,108
SJZJ,Villa Dória Heliport,-22.698136,-45.52958,5223
SJZK,Projac Heliport,-22.960169,-43.405984,89
SJZL,Banco Santander Helipad,-23.591245,-46.690972,2815
SJZN,Campo Bahia Resort Heliport,-16.241667,-39.009167,10
SJZP,Mathovi Airport,-9.837772,-55.465929,912
SJZS,Fazenda Canel Airport,-7.539999961853027,-44.8224983215332,1280
SJZT,Fazenda Busato II Airport,-13.242396,-43.737819,1500
SJZU,Seculum Heliport,-23.584023,-46.683832,2605
SJZV,Terras de São José Heliport,-23.298859,-47.295626,2037
SJZW,Fazenda Regina Airport,-23.288179,-48.737621,2044
SJZY,Centro Administrativo Rio Negro Heliport,-23.500526,-46.848637,2739
SJZZ,Fazenda Passo Fundo Airport,-15.013956,-53.933451,2070
SK53,Yaguarito Airport,3.88,-73.339996,836
SKAC,Araracuara Airport,-0.600854,-72.398011,1250
SKAD,Alcides Fernández Airport,8.497847,-77.274106,50
SKAG,Hacaritama Airport,8.247,-73.5814,545
SKAM,Amalfi Airport,6.895033,-75.047334,5507
SKAP,Gomez Nino Apiay Air Base,4.07607,-73.5627,1207
SKAR,El Eden Airport,4.45278,-75.7664,3990
SKAS,Tres De Mayo Airport,0.505228,-76.5008,815
SKAT,El Troncal Airport,7.02106,-71.388901,512
SKBC,Las Flores Airport,9.04554,-73.9749,111
SKBE,Becerril Airport,9.66278,-73.2744,433
SKBG,Palonegro Airport,7.1265,-73.1848,3897
SKBM,Barranco Minas Airport,3.490691,-69.808151,430
SKBN,Buenavista Airport,10.8879,-72.9004,850
SKBO,El Dorado International Airport,4.70159,-74.1469,8361
SKBQ,Ernesto Cortissoz International Airport,10.8896,-74.7808,98
SKBR,Berástegui Airport,8.885319,-75.682189,38
SKBS,José Celestino Mutis Airport,6.20292,-77.3947,80
SKBU,Gerardo Tobar López Airport,3.81963,-76.9898,48
SKCA,Capurganá Airport,8.632169,-77.350262,49
SKCB,Carmen De Bolivar Airport,9.68417,-75.1261,590
SKCC,Camilo Daza International Airport,7.92757,-72.5115,1096
SKCD,Mandinga Airport,5.072007,-76.676373,213
SKCG,Rafael Nuñez International Airport,10.4424,-75.513,4
SKCH,El Pacífico Airport,1.35,-74.84,754
SKCI,Carimagua Airport,4.56417,-71.3364,700
SKCL,Alfonso Bonilla Aragon International Airport,3.542717,-76.381898,3162
SKCM,Cimitarra Airport,6.367484,-73.970658,740
SKCN,Cravo Norte Airport,6.316404,-70.21137,341
SKCO,La Florida Airport,1.81442,-78.7492,8
SKCP,Cupica Airport,6.694817,-77.493643,0
SKCR,Carurú Airport,1.013822,-71.297343,820
SKCU,Juan H White Airport,7.96847,-75.1985,174
SKCV,Coveñas Airport,9.40092,-75.6913,31
SKCZ,Las Brujas Airport,9.33274,-75.2856,528
SKEB,El Bagre Airport,7.59647,-74.8089,180
SKEH,El Charco Airport,2.44944444444,-78.0941666667,25
SKEJ,Yariguíes Airport,7.02433,-73.8068,412
SKFL,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,803
SKFR,Furatena Airport,5.5275,-74.1869,3850
SKFU,Fundación Airport,10.5333,-74.2,150
SKGA,La Gaviota Airport,4.550543,-70.925353,591
SKGB,Marco Fidel Suarez Air Base,3.45899,-76.4966,3165
SKGI,Santiago Vila Airport,4.27624,-74.7967,900
SKGO,Santa Ana Airport,4.75818,-75.9557,2979
SKGP,Guapi Airport,2.57013,-77.897969,164
SKGY,Guaymaral Airport,4.81233,-74.0649,8390
SKGZ,La Jagua Airport,2.1464,-75.6944,2620
SKHA,General Navas Pardo Airport,3.724293,-75.465785,2730
SKHC,Hato Corozal Airport,6.153311,-71.761969,820
SKIB,Perales Airport,4.42161,-75.1333,2999
SKIG,Jaime Ortiz Betancourt Airport,7.677606,-76.683165,110
SKIM,La Primavera Airport,5.4776,-70.4212,390
SKIO,Cicuco Airport,9.26878,-74.6523,65
SKIP,San Luis Airport,0.861946,-77.671783,9765
SKJC,Juanchaco Airport,3.933991,-77.361453,47
SKJU,Juradó Airport,7.07181,-77.727117,33
SKLA,Málaga Regional Airport,6.70472,-72.7303,6710
SKLC,Antonio Roldán Betancur Airport,7.81196,-76.7164,46
SKLG,Caucaya Airport,-0.182278,-74.7708,573
SKLM,Jorge Isaac Airport,11.2325,-72.4901,281
SKLP,La Pedrera Airport,-1.324882,-69.581294,590
SKLT,Alfredo Vásquez Cobo International Airport,-4.191147,-69.942003,277
SKMA,Major Justino Mariño Cuesto Air Base,4.727953,-74.2756,8325
SKMB,Timbiqui Airport,2.778569,-77.668045,145
SKMD,Enrique Olaya Herrera Airport,6.219686,-75.590597,4949
SKME,Lieutenant Colonel Luis F. Pinto Parra Air Base,4.21644,-74.635,1028
SKMF,Miraflores Airport,1.35,-71.9444,730
SKMG,Baracoa Airport,9.28474,-74.8461,178
SKMJ,Maicao Airport,11.3899,-72.239197,160
SKML,Montelibano Airport,7.97174,-75.4325,160
SKMN,Casanare Airport,4.83333,-72.2667,600
SKMP,San Bernardo Airport,9.258348,-74.438393,60
SKMR,Los Garzones Airport,8.82374,-75.8258,41
SKMU,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,680
SKMZ,La Nubia Airport,5.0296,-75.4647,6871
SKNA,La Macarena Airport,2.17565,-73.78674,790
SKNC,Necocli Airport,8.454429,-76.779326,19
SKNQ,Reyes Murillo Airport,5.710348,-77.261868,12
SKNV,Benito Salas Airport,2.95015,-75.294,1464
SKOC,Aguas Claras Airport,8.31506,-73.3583,3850
SKOE,Orocue Airport,4.79222,-71.3564,434
SKOL,Puerto López Airport,4.089869,-72.976483,599
SKOR,Orito Airport,0.669444,-76.88,1132
SKOT,Otu Airport,7.010532,-74.715398,2060
SKPA,Juan Jose Rondon Airport,5.76454,-73.1054,8205
SKPB,Puerto Bolívar Airport,12.2215,-71.9848,90
SKPC,German Olano Airport,6.18472,-67.4932,177
SKPD,Obando Cesar Gaviria Trujillo Airport,3.85353,-67.9062,460
SKPE,Matecaña International Airport,4.81267,-75.7395,4416
SKPG,Puerto Gaitan Airport,4.30444,-72.0844,510
SKPI,Pitalito Airport,1.85777,-76.0857,4212
SKPL,Plato Airport,9.8,-74.7833,69
SKPN,Puerto Nare Airport,6.21002,-74.5906,476
SKPP,Guillermo León Valencia Airport,2.454359,-76.609253,5687
SKPQ,German Olano Air Base,5.48361,-74.6574,566
SKPR,Puerto Berrio Airport,6.46034,-74.4105,445
SKPS,Antonio Nariño Airport,1.396722,-77.29093,5951
SKPV,El Embrujo Airport,13.357461,-81.357977,10
SKPZ,Paz de Ariporo Airport,5.876146,-71.886671,900
SKQU,Mariquita Airport,5.21256,-74.8836,1531
SKRA,Tarapacá Airport,-2.895802,-69.749762,253
SKRG,Jose Maria Córdova International Airport,6.16454,-75.4231,6955
SKRH,Almirante Padilla Airport,11.5262,-72.926,43
SKRU,Las Cruces Airport,7.38322,-73.505402,440
SKSA,Los Colonizadores Airport,6.951868,-71.857179,680
SKSG,San Gil Airport,6.58444,-73.1283,5498
SKSI,Santiago I Airport,4.73214,-72.323196,573
SKSJ,Jorge E. Gonzalez Torres Airport,2.57969,-72.6394,605
SKSL,Santa Rosalia Airport,5.1309,-70.8682,400
SKSM,Simón Bolívar International Airport,11.1196,-74.2306,22
SKSO,Alberto Lleras Camargo Airport,5.67732,-72.9703,8155
SKSP,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19
SKSR,San Marcos Airport,8.69,-75.156,140
SKSV,Eduardo Falla Solano Airport,2.15217,-74.7663,920
SKTA,Tauramena Airport,5.01281,-72.7424,1462
SKTB,Tibú Airport,8.63152,-72.7304,194
SKTD,Trinidad Airport,5.43278,-71.6625,649
SKTI,Tolemaida Air Base,4.2448,-74.649901,1617
SKTJ,Tunja Airport,5.54138,-73.3445,8940
SKTL,Golfo de Morrosquillo Airport,9.50945,-75.5854,16
SKTM,Gustavo Vargas Airport,6.45108,-71.7603,1050
SKTQ,Captain Ernesto Esguerra Cubides Air Base,0.7459,-75.234,585
SKTU,Gonzalo Mejía Airport,8.071878,-76.740124,6
SKUA,Marandúa Air Base,5.52448,-68.6856,285
SKUB,Uribe Airport,3.2375,-74.347222,8377
SKUC,Santiago Perez Airport,7.06888,-70.7369,420
SKUI,El Caraño Airport,5.69076,-76.6412,204
SKUL,Heriberto Gíl Martínez Airport,4.08836,-76.2351,3132
SKUR,Urrao Airport,6.32883,-76.1425,6090
SKVG,Villa Garzón Airport,0.978767,-76.6056,1248
SKVL,Velásquez Airport,5.93904,-74.457,566
SKVN,Villanueva Airport,4.62472,-72.9469,1002
SKVP,Alfonso López Pumarejo Airport,10.435,-73.2495,483
SKVV,Vanguardia Airport,4.16787,-73.6138,1394
SKYA,Yaguara Airport,1.54417,-73.9333,812
SKYP,El Alcaravan - Yopal Airport,5.31911,-72.384,1028
SLAG,Monteagudo Airport,-19.827,-63.960999,3674
SLAL,Alcantarí International Airport,-19.246835,-65.149611,10184
SLAM,Arampampa Airport,-17.883333,-66.099998,10250
SLAN,Angora Airport,-14.4323,-65.768799,731
SLAP,Apolo Airport,-14.7356,-68.411903,4639
SLAQ,Aiquile Airport,-18.215401,-65.187798,7208
SLAS,Ascención de Guarayos Airport,-15.933365,-63.155575,807
SLBB,Bulo Bulo Airport,-17.257334,-64.366669,886
SLBF,Blanca Flor Airport,-11.7272,-66.9263,598
SLBH,Buena Hora Airport,-12.133333,-66.533333,656
SLBJ,Bermejo Airport,-22.7733001709,-64.31289672850001,1249
SLBN,Bella Unión Airport,-13.633333,-65.283333,722
SLBR,Buen Retiro Itenez Airport,-13.416667,-63.483334,774
SLBS,Bella Vista Itenez Airport,-14.2677001953125,-64.29900360107422,774
SLBT,Buen Retiro Ballivian Airport,-13.9,-66.550003,886
SLBV,Villa Vista Montano Airport,-13.85,-66.366669,519
SLCA,Camiri Airport,-20.00656,-63.527827,2614
SLCB,Jorge Wilsterman International Airport,-17.421105,-66.177102,8360
SLCC,Copacabana Airport,-16.191099,-69.095596,12591
SLCD,Cañada Airport,-20.0254,-63.0891,1954
SLCE,Cabezas Airport,-18.797433,-63.301611,1328
SLCG,Charagua Airport,-19.785601,-63.1884,2040
SLCI,Caigua Airport,-21.136389,-63.752778,1685
SLCL,Collpani Airport,-18.891666,-66.783333,12185
SLCM,Camacho Airport,-11.505,-67.6847,690
SLCN,Charaña Airport,-17.5947,-69.433098,13339
SLCO,Capitán Aníbal Arab Airport,-11.039109,-68.782774,889
SLCP,Concepción Airport,-16.142688,-62.026595,1620
SLCR,Comarapa Airport,-17.913601,-64.517799,6186
SLCS,Cerdas Airport,-20.808333,-66.401111,12640
SLCT,Choreti Airport,-13.5145,-64.965202,656
SLCU,Culpina Airport,-20.833334,-64.966667,9676
SLCV,Cavinas Airport,-12.5498,-66.912498,656
SLCX,Chive Airport,-12.377833366394043,-68.56766510009766,618
SLCY,Collpa Airport,-17.565000534057617,-63.17470169067383,1170
SLDA,Caranda Airport,-17.512562,-63.537002,1082
SLDL,Dalmacia Airport,-17.4426,-62.2442,888
SLDN,El Desengano Airport,-14.2736,-65.440002,730
SLEA,El Cocal Airport,-13.569948,-66.071841,722
SLEC,El Cairo Airport,-13.783334,-66.400002,722
SLEE,El Escondido Airport,-21.466999,-63.352798,1246
SLEF,El Triunfo Airport,-13.883333,-65.76667,486
SLEH,El Rancho Airport,-13.05,-65.033333,722
SLEI,Espino Airport,-19.2999,-63.209,2313
SLEK,El Condor Airport,-21.700834,-63.456833,1734
SLEO,El Paraiso Airport,-14.383333,-65.849998,722
SLEP,El Peru Airport,-14.603954,-65.635157,528
SLER,Cerrillos Airport,-20.016666412353516,-64.03333282470703,3300
SLES,Estalsa Airport,-18.450000762939453,-66.91666412353516,12460
SLET,El Trompillo Airport,-17.8115997314,-63.1715011597,1371
SLEV,El Salvador Airport,-14.4983,-66.762901,574
SLEZ,La Esperanza Airport,-14.766666412353516,-65.53333282470703,1100
SLFA,Fatima Airport,-15.333333,-66.800003,1000
SLFL,Florida Airport,-14.607418,-61.198396,600
SLFO,Flor De Oro Airport,-13.5548,-61.004101,560
SLFR,Florencia Airport,-15.683333,-65.566666,574
SLGM,Guayaramerín Airport,-10.88856,-65.380955,456
SLGP,Guirapembi Airport,-18.056,-63.163166,1493
SLGQ,Chiquitos Airport,-18.5222,-60.6804,1058
SLGY,Capitán de Av. Emilio Beltrán Airport,-10.820306,-65.346494,557
SLHA,Cachascani Airport,-13.5,-64.199997,722
SLHC,Huacareta Airport,-20.3908,-64.015404,4668
SLHI,Chimore Airport,-16.976834,-65.145568,875
SLHJ,Huacaraje Airport,-13.605556,-63.879444,846
SLHS,Chacobos Airport,-19.594801,-62.565701,1437
SLHT,Transierra Helipuerto,-21.3385,-63.479,1486
SLIG,Inglaterra Airport,-13.4438,-66.505997,780
SLIN,Santa Catalina Airport,-15.5,-65.91666412353516,722
SLIP,Samaipata Airport,-18.193056,-63.877778,5600
SLIR,Ibori Airport,-13.050000190734863,-63.66666793823242,775
SLIT,Itaguazurenda Airport,-19.7775,-63.087799,1598
SLIX,Ixiamas Airport,-13.76,-68.136833,725
SLIY,Intiraymi Airport,-17.795833,-67.434722,12467
SLIZ,Izozog Airport,-18.663834,-63.002335,1082
SLJA,Jatata Airport,-11.772833,-67.255997,575
SLJE,San José De Chiquitos Airport,-17.830799,-60.743099,974
SLJO,San Joaquín Airport,-13.0528,-64.661697,456
SLJS,Josuani Airport,-13.083333,-66.166664,498
SLJV,San Javier Airport,-16.2708,-62.470299,1702
SLLB,Las Brizas Airport,-14.516666,-65.76667,722
SLLH,Lago Huachi Airport,-14.016666412353516,-63.53333282470703,700
SLLI,La India Airport,-13.573833,-66.83567,540
SLLJ,Laja Airport,-16.533899307250977,-68.30059814453125,12103
SLLL,Laguna Loa Airport,-14.283333,-66.7925,720
SLLP,El Alto International Airport,-16.510272,-68.189416,13355
SLLQ,Copaquilla Airport,-19.33333396911621,-67.08333587646484,12150
SLLS,Lagunillas Airport,-19.600000381469727,-63.650001525878906,2950
SLLZ,San Lorenzo Airport,-15.383333,-65.75,825
SLMB,Mangabalito Airport,-13.787833213806152,-68.35466766357422,1190
SLMD,Madidi Airport,-13.383333206176758,-68.6500015258789,500
SLME,Mandeyepecua Airport,-20.398000717163086,-63.140499114990234,1338
SLMG,Magdalena Airport,-13.2607483767,-64.0607643127,462
SLMM,Mora Airport,-14.608499526977539,-61.19183349609375,600
SLMN,Manuripi Airport,-11.7385,-68.354668,705
SLMX,Monos Araña Airport,-17.33333396911621,-64.16666412353516,1220
SLMZ,Mizque Airport,-17.931,-65.380203,7030
SLNL,Cañada Larga Airport,-17.601,-62.3957,1197
SLNO,Nuevo Mundo Airport,-14.433333,-66.066666,548
SLNV,Nieve Airport,-14.016666,-65.800003,780
SLOR,Juan Mendoza International Airport,-17.956151,-67.075829,12152
SLPA,Palmar Airport,-18.97166633605957,-62.97533416748047,1342
SLPB,Palos Blancos Airport,-21.395556,-63.756667,2242
SLPF,Piso Firme Airport,-13.628834,-61.738667,575
SLPG,Progreso Airport,-14.1784,-65.375603,754
SLPI,Pitai Airport,-15.808492,-65.619471,605
SLPL,Padilla Airport,-19.2994,-64.294098,6770
SLPM,Palmira Airport,-13.737951,-66.409333,530
SLPN,Porvenir Norte Airport,-13.987333,-61.545666,595
SLPO,Capitan Nicolas Rojas Airport,-19.543331,-65.723734,12922
SLPR,Puerto Rico Airport,-11.107663,-67.551155,597
SLPS,Capitán Av. Salvador Ogaya G. airport,-18.975301,-57.820599,440
SLPW,El Porvenir Sur Airport,-20.7547,-63.2094,2238
SLPY,Piray Airport,-18.333499908447266,-63.192501068115234,1730
SLQN,Coquinal Airport,-13.183333,-67,535
SLRA,San Ramón Airport,-13.2639,-64.603897,698
SLRB,Roboré Airport,-18.328224,-59.765339,905
SLRF,Refugio Airport,-14.7627,-61.032001,610
SLRH,Rancho Alegre Airport,-12.166667,-65.783333,754
SLRI,Capitán Av. Selin Zeitun Lopez Airport,-11.009355,-66.075468,462
SLRL,Rosal Airport,-13.975000381469727,-65.625,482
SLRP,Rosapata Airport,-18.641666412353516,-67.55833435058594,12240
SLRQ,Rurrenabaque Airport,-14.4279,-67.496803,676
SLRR,Retiro Airport,-14.483334,-66.349998,556
SLRS,Rio Seco Airport,-18.200834274291992,-63.25600051879883,1836
SLRT,Santa Rita Airport,-13.933333,-66.333336,750
SLRX,Rincon Del Tigre Airport,-18.200834,-58.169998,664
SLRY,Reyes Airport,-14.3044,-67.353401,935
SLSA,Santa Ana Del Yacuma Airport,-13.762200355500001,-65.4352035522,472
SLSB,Capitán Av. German Quiroga G. Airport,-14.8592,-66.737503,633
SLSD,San Carlos Gutierrez Airport,-14.5611,-65.527199,1820
SLSE,Santa Teresita Airport,-16.285,-59.495167,756
SLSF,San Rafael Airport,-17.2891,-62.304,890
SLSG,San Miguel De Gaser Airport,-13.9021,-66.1567,700
SLSH,Santa Ana De Huachi Airport,-15.483334,-67.48333,1640
SLSI,Capitán Av. Juan Cochamanidis S. Airport,-16.38719,-60.962318,1354
SLSJ,Salinas Airport,-19.5,-67.33333587646484,12027
SLSK,Santa Rosa Del Sara Airport,-17.104719,-63.608372,850
SLSM,San Ignacio de Moxos Airport,-14.9658,-65.6338,545
SLSN,Sanandita Airport,-21.649999618530273,-63.599998474121094,3200
SLSP,Sipuati Airport,-21.0735,-63.109501,1400
SLSQ,Santiago De Chiquitos Airport,-18.3458,-59.604801,1990
SLSR,Santa Rosa de Yacuma Airport,-14.073072,-66.787391,738
SLSS,Sunsas Airport,-18.4754,-58.2767,855
SLSU,Juana Azurduy de Padilla Air Force Base,-19.007099,-65.288696,9540
SLSV,San Ignacio de Velasco Airport,-16.401239,-61.0452,1477
SLTA,Taquipirenda Airport,-20.3433,-63.1394,2340
SLTC,Tres Cruces Airport,-17.3604,-62.2796,880
SLTE,Teoponte Airport,-15.498333,-67.816666,1400
SLTG,Santiago Airport,-15.2278,-65.450104,1000
SLTI,San Matías Airport,-16.339199,-58.401901,403
SLTJ,Capitan Oriel Lea Plaza Airport,-21.5557,-64.701302,6079
SLTL,San Cristóbal Toldos Airport,-21.175602,-67.166689,11800
SLTO,Totora Airport,-17.798166275024414,-68.09349822998047,12530
SLTR,Teniente Av. Jorge Henrich Arauz Airport,-14.8187,-64.917999,509
SLTU,Turco Airport,-18.195833206176758,-68.14199829101562,12500
SLTW,Tita Airport,-18.466400146484375,-62.11199951171875,1312
SLTX,Tuichi Airport,-14.316666603088379,-68.58333587646484,2360
SLTY,Tiguipa Airport,-13.800000190734863,-66.23332977294922,722
SLTZ,Tupiza-Mochará Airport,-21.337012,-65.612228,11300
SLUC,Cuevo Airport,-20.480499,-63.528168,3440
SLUK,Curahuara de Carangas Airport,-17.98579978942871,-68.39430236816406,12920
SLUP,Puerto America Airport,-11.7616,-67.95864,571
SLUS,Urusi Airport,-14.316667,-66.166664,805
SLUU,Ulla Ulla Airport,-15.033334,-69.25,14360
SLUY,Uyuni Joya Andina Airport,-20.441304,-66.857553,11136
SLVA,Villa Aroma Airport,-17.32101,-67.75322,12533
SLVD,Covendo Airport,-15.833333,-67.083336,4887
SLVE,Venecia Airport,-14.636,-66.750298,722
SLVG,Capitán Av. Vidal Villagomez Toledo Airport,-18.4825,-64.099403,6551
SLVI,Caranavi Airport,-15.75,-67.56666564941406,2100
SLVM,Teniente Coronel Rafael Pabón Airport,-21.255199432399998,-63.4056015015,1305
SLVN,Villa Negrita Airport,-13.2658,-65.875801,872
SLVR,Viru Viru International Airport,-17.6448,-63.135399,1224
SLVT,Tesoro/La Vertiente Airport,-21.266666,-63.358334,1300
SLVU,Vuelta Grande Airport,-20.904833,-63.192165,1900
SLVV,Villa Elvira Airport,-13.6443,-64.440804,722
SLVZ,Villazon Airport,-22.053604,-65.639249,1100
SLYA,Yacuiba Airport,-21.960899353027344,-63.65169906616211,2112
SLYG,Yabog Airport,-18.654499,-63.132801,1412
SLYI,Yapacani Airport,-17.015667,-64.056335,816
SLZB,San Pedro Rb Airport,-14.866667,-65.650002,720
SLZC,San Carlos Airport,-17.427798,-63.674953,1150
SLZF,San Francisco Naciff Airport,-13.7486,-64.453697,482
SLZJ,San Pedro Richard Airport,-14.216666,-63.650002,700
SLZV,San Vicente Airport,-16.273701,-60.090698,1000
SMAF,Afobakka Airstrip,4.998505,-54.992033,80
SMAN,Lawa Antino Airstrip,3.619932,-54.142714,740
SMBG,Bakhuys Airstrip,4.778882,-56.768699,307
SMBN,Albina Airport,5.51272,-54.050098,19
SMCA,Cayana Airstrip,3.898681,-55.577907,360
SMCB,Cabana Airstrip,4.852778,-55.593056,0
SMCI,Coeroeni Airport,3.370684,-57.346046,479
SMCO,Totness Airport,5.86583,-56.327499,10
SMCT,Cottica Airstrip,3.85216,-54.228201,330
SMDA,Drietabbetje Airport,4.111359,-54.672766,236
SMDK,Donderskamp Airstrip,5.350385,-56.363047,0
SMDO,Ladouanie Airport,4.376108,-55.407057,236
SMDU,Alalapadu Airstrip,2.5235,-56.3247,880
SMGA,Gakaba Airstrip,4.454167,-54.445833,192
SMGH,Godo Holo Airstrip,4.0583,-54.7861,280
SMGR,Gross Rosebel Airstrip,5.091667,-55.249167,0
SMHA,Henri Alwies Airstrip,5.831891,-55.636875,22
SMHP,Gummels Heliport,5.858887,-55.193117,49
SMJA,Jarikaba Airstrip,5.826389,-55.3375,19
SMJP,Johan Adolf Pengel International Airport,5.45283,-55.187801,59
SMKA,Kabalebo Airport,4.406617,-57.223678,535
SMKE,Kayser Airport,3.094343,-56.472702,849
SMLA,Lawa Anapaike Airstrip,3.410484,-54.028294,373
SMLI,Lelygebergte Airstrip,4.268056,-54.743056,2217
SMLT,Langatabbetje Airstrip,4.996111,-54.441667,33
SMMO,Moengo Airstrip,5.6076,-54.4003,49
SMNI,Nieuw Nickerie - Major Henk Fernandes Airport,5.955435,-57.040617,9
SMOL,Oelemari Airport,3.104167,-54.543056,483
SMPA,Vincent Fayks Airport,3.346051,-55.443707,714
SMPE,Poeketi Airstrip,4.126389,-54.623611,0
SMPG,Poesoegroenoe(Pusugrunu) Airstrip,4.397914,-55.793374,390
SMPT,Apetina Airstrip,3.502836,-55.057989,0
SMRA,Ralleigh Airstrip,4.722778,-56.208333,109
SMRN,Ragoebarsing Airstrip,4.884722,-56.940278,141
SMSI,Sipaliwini Airport,2.026438,-56.126412,744
SMSK,Sarakreek Airstrip,4.318516,-54.967227,223
SMSM,Kwamalasoemoetoe Airport,2.354427,-56.792431,905
SMST,Stoelmanseiland Airport,4.351389,-54.418056,187
SMTA,Tabiki Airstrip,3.679806,-54.085207,309
SMTB,Rudi Kappel Airport,3.787625,-56.149487,1112
SMTP,Tepoe Airstrip,3.15000009537,-55.716999054,596
SMVG,Vier Gebroeders Airstrip,1.9625,-55.929167,1110
SMVO,Avanavero Airstrip,4.825685,-57.282415,0
SMWA,Wageningen Airstrip,5.841252,-56.673247,6
SMWS,Washabo Airport,5.215277,-57.185302,68
SMZO,Zorg en Hoop Airport,5.811211,-55.192299,10
SN00,J Roesner Airport,38.846900939941406,-97.55030059814453,1211
SN01,Dwight Eisenhower Va Medical Center Heliport,39.282798767089844,-94.88800048828125,897
SN02,Wright International Airport,39.40829849243164,-102.02100372314453,3883
SN03,Lenora Municipal Airport,39.629398345947266,-100.01499938964844,2373
SN04,Roberts Memorial Airport,38.423099517822266,-96.37190246582031,1185
SN05,Halstead Airport,38.03139877319336,-97.50920104980469,1412
SN07,Beaumont Hotel Airport,37.659198760986,-96.527198791504,1617
SN08,Fisher Airport,37.99169921875,-97.65640258789062,1430
SN09,Solomon Valley Airpark,39.11389923095703,-97.68309783935547,1205
SN0A,Fazenda Santa Helena Airport,-12.120681,-46.314432,2884
SN10,Belle Plaine Farms Airport,37.395802,-97.209999,1190
SN11,Caney Municipal Hospital Helicopter Pad Heliport,37.006500244140625,-95.93160247802734,755
SN12,Jenkinson Airport,37.362463,-100.472463,2737
SN13,Albers Airport,37.65829849243164,-97.77449798583984,1380
SN16,Fazenda Furna Rica Airstrip,-12.182689,-62.408467,703
SN17,Condomínio Reserva 1727 Heliport,-15.873701,-49.002892,2406
SN18,Sills Air Park,37.66669845581055,-97.01699829101562,1295
SN19,Patrimonium Contabilidade Heliport,-20.018858,-45.553227,2090
SN1C,Fazenda Colina Airstrip,-20.490556,-50.430528,1329
SN1F,Fazenda Barreiro Holding Formoso Airstrip,-17.008149,-50.430576,2221
SN1M,Riacho do Mel Airstrip,-9.593878,-37.409671,753
SN20,Brady-Pippin Airport,37.71950149536133,-97.04889678955078,1300
SN21,Flory Private Airport,38.822691,-95.288372,1100
SN22,Hoelting Airport,39.112202,-94.9561,960
SN24,Águia Trancoso Heliport,-16.574983,-39.092226,102
SN29,Rucker Airport,38.185477,-99.536105,2151
SN2A,Coppersteel Airstrip,-6.258333,-45.6525,863
SN2B,Heli Brasília Heliport,-15.838154,-47.74609,3376
SN2E,Fazenda Raça Airport,-11.165028,-52.037379,981
SN2F,Fazenda Guará Airport,-18.869367,-45.258581,2011
SN2G,Fazenda Nova Gabiano Airport,-16.846734,-46.426248,1739
SN2H,Fazenda Santa Rita Airstrip,-15.136667,-50.439444,1109
SN2I,Caledonia Heliport,-27.041389,-48.671667,20
